"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IAEDCF37","journalArticle","2011","Cliffe, K. A.; Giles, M. B.; Scheichl, R.; Teckentrup, A. L.","Multilevel Monte Carlo methods and applications to elliptic PDEs with random coefficients","Computing and Visualization in Science","","1432-9360, 1433-0369","10.1007/s00791-011-0160-x","http://link.springer.com/10.1007/s00791-011-0160-x","We consider the numerical solution of elliptic partial differential equations with random coefﬁcients. Such problems arise, for example, in uncertainty quantiﬁcation for groundwater ﬂow. We describe a novel variance reduction technique for the standard Monte Carlo method, called the multilevel Monte Carlo method, and demonstrate numerically its superiority. The asymptotic cost of solving the stochastic problem with the multilevel method is always significantly lower than that of the standard method and grows only proportionally to the cost of solving the deterministic problem in certain circumstances. Numerical calculations demonstrating the effectiveness of the method for one- and two-dimensional model problems arising in groundwater ﬂow are presented.","2011-01","2022-12-04 20:35:41","2023-03-19 11:00:10","2022-12-04 20:35:41","3-15","","1","14","","Comput. Visual Sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\EM2WHUW8\Cliffe e.a. - 2011 - Multilevel Monte Carlo methods and applications to.pdf","","monte carlo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47E5JX3J","preprint","2013","Giles, Michael B.","Multilevel Monte Carlo methods","","","","","http://arxiv.org/abs/1304.5472","The author’s presentation of multilevel Monte Carlo path simulation at the MCQMC 2006 conference stimulated a lot of research into multilevel Monte Carlo methods. This paper reviews the progress since then, emphasising the simplicity, ﬂexibility and generality of the multilevel Monte Carlo approach. It also offers a few original ideas and suggests areas for future research.","2013-04-19","2022-12-04 20:40:38","2023-03-19 11:00:04","2022-12-04 20:40:38","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1304.5472 [math]","","C:\Users\isido\Zotero\storage\YRKQ5XCV\Giles - 2013 - Multilevel Monte Carlo methods.pdf","","monte carlo","Mathematics - Numerical Analysis; 60H10, 60H15, 60H35, 65C30","","","","","","","","","","","","","","","","","","","arXiv:1304.5472","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYXF7ZLI","book","1995","Øksendal, Bernt","Stochastic Differential Equations","","978-3-540-60243-9 978-3-662-03185-8","","","http://link.springer.com/10.1007/978-3-662-03185-8","","1995","2022-12-04 20:48:20","2022-12-04 20:48:21","2022-12-04 20:48:20","","","","","","","","Universitext","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-662-03185-8","","C:\Users\isido\Zotero\storage\NN2LBDZP\Øksendal - 1995 - Stochastic Differential Equations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VJQ8UL4","journalArticle","2007","Zhu, Song-Ping; He, Zhi-Wei","CALCULATING THE EARLY EXERCISE BOUNDARY OF AMERICAN PUT OPTIONS WITH AN APPROXIMATION FORMULA","International Journal of Theoretical and Applied Finance","","0219-0249, 1793-6322","10.1142/S0219024907004615","https://www.worldscientific.com/doi/abs/10.1142/S0219024907004615","In this paper, an algorithm to improve the computational accuracy of the analytical approximation to the value of American put options and their optimal exercise boundary proposed by Zhu (2004) is presented. In the current approach, Zhu’s simple approximation formula is used as an initial guess for the optimal exercise boundary of American put options. The determination of an improved optimal exercise boundary is then achieved by setting a null value of the Theta of option value on the optimal exercise boundary. Test example results show that the improvement is indeed signiﬁcant.","2007-11","2022-12-04 20:49:18","2023-03-19 10:59:56","2022-12-04 20:49:18","1203-1227","","07","10","","Int. J. Theor. Appl. Finan.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\2ZSHAVUG\Zhu en He - 2007 - CALCULATING THE EARLY EXERCISE BOUNDARY OF AMERICA.pdf","","finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCG2GC94","journalArticle","2006","Bormetti, G.; Montagna, G.; Moreni, N.; Nicrosini, O.","Pricing exotic options in a path integral approach","Quantitative Finance","","1469-7688, 1469-7696","10.1080/14697680500510878","http://www.tandfonline.com/doi/abs/10.1080/14697680500510878","In the framework of Black-Scholes-Merton model of ﬁnancial derivatives, a path integral approach to option pricing is presented. A general formula to price European path dependent options on multidimensional assets is obtained and implemented by means of various ﬂexible and eﬃcient algorithms. As an example, we detail the cases of Asian, barrier knock out, reverse cliquet and basket call options, evaluating prices and Greeks. The numerical results are compared with those obtained with other procedures used in quantitative ﬁnance and found to be in good agreement. In particular, when pricing at-the-money and out-of-the-money options, the path integral approach exhibits competitive performances.","2006-02","2022-12-04 21:32:15","2023-03-19 10:59:42","2022-12-04 21:32:15","55-66","","1","6","","Quantitative Finance","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\5RXL3P32\Bormetti e.a. - 2006 - Pricing exotic options in a path integral approach.pdf","","finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U55LBZVJ","journalArticle","2021","Capuozzo, Pietro; Panella, Emanuele; Schettini Gherardini, Tancredi; Vvedensky, Dimitri D.","Path integral Monte Carlo method for option pricing","Physica A: Statistical Mechanics and its Applications","","03784371","10.1016/j.physa.2021.126231","https://linkinghub.elsevier.com/retrieve/pii/S0378437121005045","The Markov chain Monte Carlo (MCMC) method, in conjunction with the Metropolis–Hastings algorithm, is used to simulate the path integral for the Black–Scholes–Merton model of option pricing. After a brief derivation of the path integral solution of this model, we develop the MCMC method by discretizing the path integral on a time lattice and evaluating this discretized form for various scenarios. Particular attention is paid to the existence of autocorrelations, their decay with the number of sweeps, and the resulting estimate of the corresponding errors. After testing our approach against closed-form solutions, we demonstrate the utility and flexibility of our method with applications to non-Gaussian models.","2021-11","2022-12-05 17:14:42","2023-03-19 10:58:51","2022-12-05 17:14:42","126231","","","581","","Physica A: Statistical Mechanics and its Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\4543G9SW\Capuozzo e.a. - 2021 - Path integral Monte Carlo method for option pricin.pdf","","monte carlo; finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SPI4W4S","journalArticle","2010","Devreese, Jeroen P. A.; Lemmens, Damiaan; Tempere, Jacques","Path integral approach to Asian options in the Black-Scholes model","Physica A: Statistical Mechanics and its Applications","","03784371","10.1016/j.physa.2009.10.020","http://arxiv.org/abs/0906.4456","We derive a closed-form solution for the price of an average price as well as an average strike geometric Asian option, by making use of the path integral formulation. Our results are compared to a numerical Monte Carlo simulation. We also develop a pricing formula for an Asian option with a barrier on a control process, combining the method of images with a partitioning of the set of paths according to the average along the path. This formula is exact when the correlation is zero, and is approximate when the correlation increases.","2010-02","2022-12-05 17:15:01","2023-03-19 10:58:08","2022-12-05 17:15:01","780-788","","4","389","","Physica A: Statistical Mechanics and its Applications","","","","","","","","en","","","","","arXiv.org","","arXiv:0906.4456 [q-fin]","","C:\Users\isido\Zotero\storage\TRU3Y9RR\Devreese e.a. - 2010 - Path integral approach to Asian options in the Bla.pdf","","finance","Quantitative Finance - Computational Finance; Quantitative Finance - Pricing of Securities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JR9ZTF7","preprint","2011","Xia, Yuan","Multilevel Monte Carlo method for jump-diffusion SDEs","","","","","http://arxiv.org/abs/1106.4730","We investigate the extension of the multilevel Monte Carlo path simulation method to jump-diﬀusion SDEs. We consider models with ﬁnite rate activity , using a jump-adapted discretisation in which the jump times are computed and added to the standard uniform discretisation times. The key component in multilevel analysis is the calculation of an expected payoﬀ diﬀerence between a coarse path simulation and a ﬁne path simulation with twice as many timesteps. If the Poisson jump rate is constant, the jump times are the same on both paths and the multilevel extension is relatively straightforward, but the implementation is more complex in the case of state-dependent jump rates for which the jump times naturally diﬀer.","2011-06-23","2022-12-05 17:41:12","2023-03-19 10:58:01","2022-12-05 17:41:12","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1106.4730 [q-fin]","","C:\Users\isido\Zotero\storage\YGXG767H\Xia - 2011 - Multilevel Monte Carlo method for jump-diffusion S.pdf","","monte carlo","Quantitative Finance - Computational Finance","","","","","","","","","","","","","","","","","","","arXiv:1106.4730","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FV8BJ945","journalArticle","2011","Casella, Bruno; Roberts, Gareth O.","Exact Simulation of Jump-Diffusion Processes with Monte Carlo Applications","Methodology and Computing in Applied Probability","","1387-5841, 1573-7713","10.1007/s11009-009-9163-1","http://link.springer.com/10.1007/s11009-009-9163-1","We introduce a novel algorithm (JEA) to simulate exactly from a class of one-dimensional jump-diffusion processes with state-dependent intensity. The simulation of the continuous component builds on the recent Exact Algorithm ((1)). The simulation of the jump component instead employes a thinning algorithm with stochastic acceptance probabilities in the spirit of (14). In turn JEA allows unbiased Monte Carlo simulation of a wide class of functionals of the process’ trajectory, including discrete averages, max/min, crossing events, hitting times. Our numerical experiments show that the method outperforms Monte Carlo methods based on the Euler discretization.","2011-09","2022-12-05 17:46:55","2023-08-03 17:59:43","2022-12-05 17:46:55","449-473","","3","13","","Methodol Comput Appl Probab","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\6PDHDU6J\Casella en Roberts - 2011 - Exact Simulation of Jump-Diffusion Processes with .pdf","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUEPNLKV","conferencePaper","2009","Binder, Ilia; Braverman, Mark","The complexity of simulating Brownian Motion","Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms","978-0-89871-680-1 978-1-61197-306-8","","10.1137/1.9781611973068.7","https://epubs.siam.org/doi/10.1137/1.9781611973068.7","We analyze the complexity of the Walk on Spheres algorithm for simulating Brownian Motion in a domain Ω ⊂ Rd. The algorithm, which was ﬁrst proposed in the 1950s, produces samples from the hitting probability distribution of the Brownian Motion process on ∂Ω within an error of ε. The algorithm is used as a building block for solving a variety of diﬀerential equations, including the Dirichlet Problem.","2009-01-04","2022-12-07 07:37:52","2023-03-19 10:57:42","2022-12-07 07:37:52","58-67","","","","","","","","","","","Society for Industrial and Applied Mathematics","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\9LATAZYY\Binder en Braverman - 2009 - The complexity of simulating Brownian Motion.pdf","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms","","","","","","","","","","","","","","",""
"39YC8CRC","preprint","2022","Azzone, Michele; Baviera, Roberto","A fast Monte Carlo scheme for additive processes and option pricing","","","","","http://arxiv.org/abs/2112.08291","In this paper, we present a very fast Monte Carlo scheme for additive processes: the computational time is of the same order of magnitude of standard algorithms for Brownian motions. We analyze in detail numerical error sources and propose a technique that reduces the two major sources of error. We also compare our results with a benchmark method: the jump simulation with Gaussian approximation.","2022-11-18","2022-12-07 07:46:49","2022-12-07 07:46:49","2022-12-07 07:46:49","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2112.08291 [q-fin]","","C:\Users\isido\Zotero\storage\NKJIF6K7\Azzone en Baviera - 2022 - A fast Monte Carlo scheme for additive processes a.pdf","","","Quantitative Finance - Computational Finance","","","","","","","","","","","","","","","","","","","arXiv:2112.08291","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94VFW5X6","preprint","2021","Herrmann, Samuel; Massin, Nicolas","Exact simulation of the first passage time through a given level for jump diffusions","","","","","http://arxiv.org/abs/2106.05560","Continuous-time stochastic processes play an important role in the description of random phenomena, it is therefore of prime interest to study particular variables depending on their paths, like stopping time for example. One approach consists in pointing out explicit expressions of the probability distributions, an other approach is rather based on the numerical generation of the random variables. We propose an algorithm in order to generate the ﬁrst passage time through a given level of a one-dimensional jump diﬀusion. This process satisﬁes a stochastic diﬀerential equation driven by a Brownian motion and subject to random shocks characterized by an independent Poisson process. Our algorithm belongs to the family of rejection sampling procedures, also called exact simulation in this context: the outcome of the algorithm and the stopping time under consideration are identically distributed. It is based on both the exact simulation of the diﬀusion at a given time and on the exact simulation of ﬁrst passage time for continuous diﬀusions. It is therefore based on an extension of the algorithm introduced by Herrmann and Zucca [16] in the continuous framework. The challenge here is to generate the exact position of a continuous diﬀusion conditionally to the fact that the given level has not been reached before. We present the construction of the algorithm and give numerical illustrations, conditions on the recurrence of jump diﬀusions are also discussed.","2021-06-10","2022-12-07 07:48:30","2023-03-19 10:56:47","2022-12-07 07:48:30","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2106.05560 [math]","","C:\Users\isido\Zotero\storage\DBB4B6I2\Herrmann en Massin - 2021 - Exact simulation of the first passage time through.pdf","","brownian motion","Mathematics - Probability","","","","","","","","","","","","","","","","","","","arXiv:2106.05560","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NR6SIWF","preprint","2021","Llorente, F.; Martino, L.; Read, J.; Delgado, D.","A survey of Monte Carlo methods for noisy and costly densities with application to reinforcement learning","","","","","http://arxiv.org/abs/2108.00490","This survey gives an overview of Monte Carlo methodologies using surrogate models, for dealing with densities which are intractable, costly, and/or noisy. This type of problem can be found in numerous real-world scenarios, including stochastic optimization and reinforcement learning, where each evaluation of a density function may incur some computationally-expensive or even physical (real-world activity) cost, likely to give diﬀerent results each time. The surrogate model does not incur this cost, but there are important trade-oﬀs and considerations involved in the choice and design of such methodologies. We classify the diﬀerent methodologies into three main classes and describe speciﬁc instances of algorithms under a uniﬁed notation. A modular scheme which encompasses the considered methods is also presented. A range of application scenarios is discussed, with special attention to the likelihood-free setting and reinforcement learning. Several numerical comparisons are also provided.","2021-09-15","2022-12-07 08:38:22","2022-12-07 08:38:23","2022-12-07 08:38:22","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2108.00490 [cs, stat]","","C:\Users\isido\Zotero\storage\ZXRFKLSV\Llorente e.a. - 2021 - A survey of Monte Carlo methods for noisy and cost.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning; Statistics - Computation","","","","","","","","","","","","","","","","","","","arXiv:2108.00490","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERJI879C","journalArticle","2012","Browne, Cameron B.; Powley, Edward; Whitehouse, Daniel; Lucas, Simon M.; Cowling, Peter I.; Rohlfshagen, Philipp; Tavener, Stephen; Perez, Diego; Samothrakis, Spyridon; Colton, Simon","A Survey of Monte Carlo Tree Search Methods","IEEE Transactions on Computational Intelligence and AI in Games","","1943-068X, 1943-0698","10.1109/TCIAIG.2012.2186810","http://ieeexplore.ieee.org/document/6145622/","Monte Carlo Tree Search (MCTS) is a recently proposed search method that combines the precision of tree search with the generality of random sampling. It has received considerable interest due to its spectacular success in the difﬁcult problem of computer Go, but has also proved beneﬁcial in a range of other domains. This paper is a survey of the literature to date, intended to provide a snapshot of the state of the art after the ﬁrst ﬁve years of MCTS research. We outline the core algorithm’s derivation, impart some structure on the many variations and enhancements that have been proposed, and summarise the results from the key game and non-game domains to which MCTS methods have been applied. A number of open research questions indicate that the ﬁeld is ripe for future work.","2012-03","2022-12-07 08:40:15","2022-12-07 08:40:15","2022-12-07 08:40:15","1-43","","1","4","","IEEE Trans. Comput. Intell. AI Games","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\E9YVZ4L9\Browne e.a. - 2012 - A Survey of Monte Carlo Tree Search Methods.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRWQANKV","journalArticle","2020","Luengo, D.; Martino, L.; Bugallo, M.; Elvira, V.; S ärkkä, S.","A Survey of Monte Carlo Methods for Parameter Estimation","EURASIP Journal on Advances in Signal Processing","","1687-6180","10.1186/s13634-020-00675-6","http://arxiv.org/abs/2107.11820","Statistical signal processing applications usually require the estimation of some parameters of interest given a set of observed data. These estimates are typically obtained either by solving a multi-variate optimization problem, as in the maximum likelihood (ML) or maximum a posteriori (MAP) estimators, or by performing a multi-dimensional integration, as in the minimum mean squared error (MMSE) estimators. Unfortunately, analytical expressions for these estimators cannot be found in most real-world applications, and the Monte Carlo (MC) methodology is one feasible approach. MC methods proceed by drawing random samples, either from the desired distribution or from a simpler one, and using them to compute consistent estimators. The most important families of MC algorithms are Markov chain MC (MCMC) and importance sampling (IS). On the one hand, MCMC methods draw samples from a proposal density, building then an ergodic Markov chain whose stationary distribution is the desired distribution by accepting or rejecting those candidate samples as the new state of the chain. On the other hand, IS techniques draw samples from a simple proposal density, and then assign them suitable weights that measure their quality in some appropriate way. In this paper, we perform a thorough review of MC methods for the estimation of static parameters in signal processing applications. A historical note on the development of MC schemes is also provided, followed by the basic MC method and a brief description of the rejection sampling (RS) algorithm, as well as three sections describing many of the most relevant MCMC and IS algorithms, and their combined use. Finally, ﬁve numerical examples (including the estimation of the parameters of a chaotic system, a localization problem in wireless sensor networks and a spectral analysis application) are provided in order to demonstrate the performance of the described approaches.","2020-12","2022-12-07 08:42:00","2022-12-07 08:42:01","2022-12-07 08:42:00","25","","1","2020","","EURASIP J. Adv. Signal Process.","","","","","","","","en","","","","","arXiv.org","","arXiv:2107.11820 [cs, eess, math, stat]","","C:\Users\isido\Zotero\storage\AW7RXXX8\Luengo e.a. - 2020 - A Survey of Monte Carlo Methods for Parameter Esti.pdf","","","Mathematics - Numerical Analysis; Statistics - Computation; Computer Science - Artificial Intelligence; Electrical Engineering and Systems Science - Signal Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPTA6MLJ","bookSection","2010","Devroye, Luc","On Exact Simulation Algorithms for Some Distributions Related to Brownian Motion and Brownian Meanders","Recent Developments in Applied Probability and Statistics","978-3-7908-2597-8 978-3-7908-2598-5","","","http://link.springer.com/10.1007/978-3-7908-2598-5_1","We survey and develop exact random variate generators for several distributions related to Brownian motion, Brownian bridge, Brownian excursion, Brownian meander, and related restricted Brownian motion processes. Various parameters such as maxima and ﬁrst passage times are dealt with at length. We are particularly interested in simulating process variables in expected time uniformly bounded over all parameters.","2010","2022-12-08 15:17:42","2023-03-19 10:54:32","2022-12-08 15:17:42","1-35","","","","","","","","","","","Physica-Verlag HD","Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-7908-2598-5_1","","C:\Users\isido\Zotero\storage\IKVR3JRG\Devroye - 2010 - On Exact Simulation Algorithms for Some Distributi.pdf","","brownian motion","","Devroye, Luc; Karasözen, Bülent; Kohler, Michael; Korn, Ralf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDUMFRIC","preprint","2017","Dieker, A. B.; Lagos, Guido","On the Euler discretization error of Brownian motion about random times","","","","","http://arxiv.org/abs/1708.04356","In this paper we derive weak limits for the discretization errors of sampling barrierhitting and extreme events of Brownian motion by using the Euler discretization simulation method. Speciﬁcally, we consider the Euler discretization approximation of Brownian motion to sample barrier-hitting events, i.e. hitting for the ﬁrst time a deterministic “barrier” function; and to sample extreme events, i.e. attaining a minimum on a given compact time interval or unbounded closed time interval. For each case we study the discretization error between the actual time the event occurs versus the time the event occurs for the discretized path, and also the discretization error on the position of the Brownian motion at these times. We show limits in distribution for the discretization errors normalized by their convergence rate, and give closed-form analytic expressions for the limiting random variables. Additionally, we use these limits to study the asymptotic behaviour of Gaussian random walks in the following situations: (1.) the overshoot of a Gaussian walk above a barrier that goes to inﬁnity; (2.) the minimum of a Gaussian walk compared to the minimum of the Brownian motion obtained when interpolating the Gaussian walk with Brownian bridges, both up to the same time horizon that goes to inﬁnity; and (3.) the global minimum of a Gaussian walk compared to the global minimum of the Brownian motion obtained when interpolating the Gaussian walk with Brownian bridges, when both have the same positive drift decreasing to zero. In deriving these limits in distribution we provide a uniﬁed framew√ork to understand the relation between several papers where the constant −ζ(1/2)/ 2π has appeared, where ζ is the Riemann zeta function. In particular, we show that this constant is the mean of some of the limiting distributions we derive.","2017-08-14","2022-12-08 15:19:28","2023-03-19 10:54:17","2022-12-08 15:19:28","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1708.04356 [math]","","C:\Users\isido\Zotero\storage\BPSGSE6D\Dieker en Lagos - 2017 - On the Euler discretization error of Brownian moti.pdf","","brownian motion","Mathematics - Probability","","","","","","","","","","","","","","","","","","","arXiv:1708.04356","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YI8CANNN","journalArticle","2013","Xu, Lin; Zhu, Dongjin","On the Distribution of First Exit Time for Brownian Motion with Double Linear Time-Dependent Barriers","ISRN Applied Mathematics","","2090-5572","10.1155/2013/865347","https://www.hindawi.com/journals/isrn/2013/865347/","This paper focuses on the first exit time for a Brownian motion with a double linear time-dependent barrier specified by                                                   y                   =                   a                   +                   b                   t                                               ,                                                   y                   =                   c                   t                                               , (                                a                 >                 0                              ,                                b                 <                 0                              ,                                c                 >                 0                              ). We are concerned in this paper with the distribution of the Brownian motion hitting the upper barrier before hitting the lower linear barrier. The main method we applied here is the Girsanov transform formula. As a result, we expressed the density of such exit time in terms of a finite series. This result principally provides us an analytical expression for the distribution of the aforementioned exit time and  an easy way to compute the distribution of first exit time numerically.","2013-09-26","2022-12-08 15:31:50","2023-03-19 10:54:01","2022-12-08 15:31:50","1-5","","","2013","","ISRN Applied Mathematics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\R3QCYSHV\Xu en Zhu - 2013 - On the Distribution of First Exit Time for Brownia.pdf","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PVWRGL2","journalArticle","2012","Beskos, Alexandros; Peluchetti, Stefano; Roberts, Gareth","$\varepsilon$-Strong simulation of the Brownian path","Bernoulli","","1350-7265","10.3150/11-BEJ383","https://projecteuclid.org/journals/bernoulli/volume-18/issue-4/varepsilon-Strong-simulation-of-the-Brownian-path/10.3150/11-BEJ383.full","We present an iterative sampling method which delivers upper and lower bounding processes for the Brownian path. We develop such processes with particular emphasis on being able to unbiasedly simulate them on a personal computer. The dominating processes converge almost surely in the supremum and L1 norms. In particular, the rate of converge in L1 is of the order O(K−1/2), K denoting the computing cost. The a.s. enfolding of the Brownian path can be exploited in Monte Carlo applications involving Brownian paths whence our algorithm (termed the ε-strong algorithm) can deliver unbiased Monte Carlo estimators over path expectations, overcoming discretisation errors characterising standard approaches. We will show analytical results from applications of the ε-strong algorithm for estimating expectations arising in option pricing. We will also illustrate that individual steps of the algorithm can be of separate interest, giving new simulation methods for interesting Brownian distributions.","2012-11-01","2022-12-08 15:51:49","2023-08-03 17:59:11","2022-12-08 15:51:49","","","4","18","","Bernoulli","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\G8BZTKXZ\Beskos e.a. - 2012 - $varepsilon$-Strong simulation of the Brownian pa.pdf","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPW2CNRW","journalArticle","2002","Metwally, Steve A.K.; Atiya, Amir F.","Using Brownian Bridge for Fast Simulation of Jump-Diffusion Processes and Barrier Options","The Journal of Derivatives","","1074-1240, 2168-8524","10.3905/jod.2002.319189","http://jod.pm-research.com/lookup/doi/10.3905/jod.2002.319189","Barrier options are one of the most popular derivatives in the financial markets. The authors present a fast and unbiased Monte Carlo approach to pricing barrier options when the underlying security follows a simple jump-diffusion process with constant parameters and a continuously monitored barrier. Two algorithms are based on the Brownian bridge concept. The first one is based on a sampling approach to evaluate an integral that results from application of the Brownian bridge. The second approach approximates that integral using a Taylor series expansion. Both methods significantly reduce bias and speed convergence compared to the standard Monte Carlo simulation approach. For example, the first method achieves zero bias. In addition, it is about 100 times faster than the conventional Monte Carlo method that achieves acceptable bias. In developing the second algorithm, the authors derive a novel approach for obtaining a first-passage time density integral using a Taylor series expansion. This approach is potentially useful in other applications, where the expectation of some function over the first-passage time distribution needs to be derived.","2002-08-31","2022-12-08 16:05:02","2023-08-03 17:58:51","2022-12-08 16:05:02","43-54","","1","10","","JOD","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\ABLIPAX8\Metwally en Atiya - 2002 - Using Brownian Bridge for Fast Simulation of Jump-.pdf","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E94MWYD7","encyclopediaArticle","2022","","Reflection principle (Wiener process)","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Reflection_principle_(Wiener_process)&oldid=1111342822","In the theory of probability for stochastic processes, the reflection principle for a Wiener process states that if the path of a Wiener process f(t)  reaches a value f(s) = a at time t = s,  then the subsequent path after time s has the same distribution as the reflection of the subsequent path about the value a. More formally, the reflection principle refers to a lemma concerning the distribution of the supremum of the Wiener process, or Brownian motion. The result relates the distribution of the supremum of Brownian motion up to time t to the distribution of the process at time t. It is a corollary of the strong Markov property of Brownian motion.","2022-09-20","2022-12-08 16:23:20","2023-03-19 10:51:37","2022-12-08 16:23:20","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1111342822","","C:\Users\isido\Zotero\storage\LHGS64H3\Reflection_principle_(Wiener_process).html","","brownian motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQYEVNSX","journalArticle","2006","Deaconu, Madalina; Lejay, Antoine","A Random Walk on Rectangles Algorithm","Methodology and Computing in Applied Probability","","1387-5841, 1573-7713","10.1007/s11009-006-7292-3","http://link.springer.com/10.1007/s11009-006-7292-3","In this article, we introduce an algorithm that simulates eﬃciently the ﬁrst exit time and position from a rectangle (or a parallelepiped) for a Brownian motion that starts at any point inside. This method provides an exact way to simulate the ﬁrst exit time and position from any polygonal domain and then to solve some Dirichlet problems, whatever the dimension. This method can be used as a replacement or complement of the method of the random walk on spheres and can be easily adapted to deal with Neumann boundary conditions or Brownian motion with a constant drift.","2006-03","2022-12-13 07:57:59","2023-03-19 10:51:33","2022-12-13 07:57:59","135-151","","1","8","","Methodol Comput Appl Probab","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\LETY9EC9\Deaconu en Lejay - 2006 - A Random Walk on Rectangles Algorithm.pdf","","monte carlo; PDE; walk on spheres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
